category,cause,fix_applied,meeting,filename,path,chars_before,chars_after,recovered,outcome
A1 never parsed,no .doc extractor,textutil -convert txt,2022-01-18_Organizational and Regular Meeting of the Board of Education 7_00 PM,4J BoardCommittees 2022.doc,2022-01-18_Organizational and Regular Meeting of the Board of Education 7_00 PM/4J BoardCommittees 2022.doc,0,377,377,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2023-01-17_Organizational and Regular Meeting of the Board of Education 7_00 PM,4J BoardCommittees 2023.doc,2023-01-17_Organizational and Regular Meeting of the Board of Education 7_00 PM/4J BoardCommittees 2023.doc,0,377,377,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2024-01-16_Organizational and Regular Meeting of the Board of Education 7_00 PM,4J BoardCommittees 2024.doc,2024-01-16_Organizational and Regular Meeting of the Board of Education 7_00 PM/4J BoardCommittees 2024.doc,0,377,377,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2025-01-21_Organizational and Regular Meeting of the Board of Education 7_00 PM,4J BoardCommittees 2025.doc,2025-01-21_Organizational and Regular Meeting of the Board of Education 7_00 PM/4J BoardCommittees 2025.doc,0,377,377,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-02-23_Regular Meeting of the Board of Education 7_00 PM,7A IntroEnrollProj.doc,2021-02-23_Regular Meeting of the Board of Education 7_00 PM/7A IntroEnrollProj.doc,0,369,369,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2024-02-27_Regular Meeting of the Board of Education 7_00 PM,"5I Cancel March 9, 2024 Board Winter Retreat.doc","2024-02-27_Regular Meeting of the Board of Education 7_00 PM/5I Cancel March 9, 2024 Board Winter Retreat.doc",0,349,349,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2023-09-19_Regular Meeting of the Board of Education 7_00 PM,"5G Cancel November 21, 2023 Board Meeting.doc","2023-09-19_Regular Meeting of the Board of Education 7_00 PM/5G Cancel November 21, 2023 Board Meeting.doc",0,343,343,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2023-02-14_Regular Meeting of the Board of Education 7_00 PM,7A HS Course Catalogue 23-24 Report.doc,2023-02-14_Regular Meeting of the Board of Education 7_00 PM/7A HS Course Catalogue 23-24 Report.doc,0,339,339,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-08-17_Regular Meeting of the Board of Education 7_00 PM,7A Strategic Planning Update intro.doc,2021-08-17_Regular Meeting of the Board of Education 7_00 PM/7A Strategic Planning Update intro.doc,0,334,334,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-01-19_Organizational and Regular Meeting of the Board of Education 7_00 PM,12C Section 1 Purchase Agreement Amendment.doc,2021-01-19_Organizational and Regular Meeting of the Board of Education 7_00 PM/12C Section 1 Purchase Agreement Amendment.doc,0,318,318,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2023-05-16_Regular Meeting of the Board of Education 7_00 PM,7A MS Math Intro.doc,2023-05-16_Regular Meeting of the Board of Education 7_00 PM/7A MS Math Intro.doc,0,312,312,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2023-03-21_Regular Meeting of the Board of Education 7_00 PM,7A Fielding_MiddleSchoolDesign Intro.doc,2023-03-21_Regular Meeting of the Board of Education 7_00 PM/7A Fielding_MiddleSchoolDesign Intro.doc,0,295,295,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2023-08-15_Regular Meeting of the Board of Education 6_00 PM,10A Portrait of a Graduate Intro.doc,2023-08-15_Regular Meeting of the Board of Education 6_00 PM/10A Portrait of a Graduate Intro.doc,0,265,265,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2026-03-17_Regular Meeting of the Board of Education 7_00 PM,8A Enrollment Projections Intro.doc,2026-03-17_Regular Meeting of the Board of Education 7_00 PM/8A Enrollment Projections Intro.doc,0,265,265,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-03-16_Regular Meeting of the Board of Education 7_00 PM,2 Roll Call.doc,2021-03-16_Regular Meeting of the Board of Education 7_00 PM/2 Roll Call.doc,0,248,248,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-03-16_Special Meeting of the Board of Education 6_00 PM,2 Roll Call.doc,2021-03-16_Special Meeting of the Board of Education 6_00 PM/2 Roll Call.doc,0,248,248,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2023-12-12_Regular Meeting of the Board of Education 7_00 PM,7A Student Achievement Report Intro.doc,2023-12-12_Regular Meeting of the Board of Education 7_00 PM/7A Student Achievement Report Intro.doc,0,245,245,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2023-03-21_Regular Meeting of the Board of Education 7_00 PM,7C Elem Math Intro.doc,2023-03-21_Regular Meeting of the Board of Education 7_00 PM/7C Elem Math Intro.doc,0,243,243,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-01-19_Organizational and Regular Meeting of the Board of Education 7_00 PM,4 ApptTempSecretary.doc,2021-01-19_Organizational and Regular Meeting of the Board of Education 7_00 PM/4 ApptTempSecretary.doc,0,238,238,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2022-01-18_Organizational and Regular Meeting of the Board of Education 7_00 PM,3 ApptTempSecretary.doc,2022-01-18_Organizational and Regular Meeting of the Board of Education 7_00 PM/3 ApptTempSecretary.doc,0,238,238,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2025-01-21_Organizational and Regular Meeting of the Board of Education 7_00 PM,3 ApptTempSecretary.doc,2025-01-21_Organizational and Regular Meeting of the Board of Education 7_00 PM/3 ApptTempSecretary.doc,0,238,238,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2026-01-20_Organizational and Regular Meeting of the Board of Education 7_00 PM,3 ApptTempSecretary.doc,2026-01-20_Organizational and Regular Meeting of the Board of Education 7_00 PM/3 ApptTempSecretary.doc,0,238,238,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-02-23_Regular Meeting of the Board of Education 7_00 PM,2 Roll Call.doc,2021-02-23_Regular Meeting of the Board of Education 7_00 PM/2 Roll Call.doc,0,236,236,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-01-19_Organizational and Regular Meeting of the Board of Education 7_00 PM,2 Roll Call.doc,2021-01-19_Organizational and Regular Meeting of the Board of Education 7_00 PM/2 Roll Call.doc,0,235,235,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-08-17_Regular Meeting of the Board of Education 7_00 PM,7B Superintendent Update.doc,2021-08-17_Regular Meeting of the Board of Education 7_00 PM/7B Superintendent Update.doc,0,210,210,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2020-08-18_Regular Meeting of the Board of Education 7_00 PM,10B Superintendent Update.doc,2020-08-18_Regular Meeting of the Board of Education 7_00 PM/10B Superintendent Update.doc,0,209,209,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2023-03-21_Regular Meeting of the Board of Education 7_00 PM,10A Portrait of a Graduate Intro.doc,2023-03-21_Regular Meeting of the Board of Education 7_00 PM/10A Portrait of a Graduate Intro.doc,0,201,201,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2021-08-17_Regular Meeting of the Board of Education 7_00 PM,Troy - First Studnet Contract (Draft) 2022-2025.pdf,2021-08-17_Regular Meeting of the Board of Education 7_00 PM/Troy - First Studnet Contract (Draft) 2022-2025.pdf,0,134233,134233,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2025-02-25_Regular Meeting of the Board of Education 7_00 PM,TCC Course Catalog 2025.pdf,2025-02-25_Regular Meeting of the Board of Education 7_00 PM/TCC Course Catalog 2025.pdf,0,57127,57127,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2024-07-16_Regular Meeting of the Board of Education 9_30 AM,Policies to be Approved_.pdf,2024-07-16_Regular Meeting of the Board of Education 9_30 AM/Policies to be Approved_.pdf,0,51566,51566,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2026-04-21_Regular Meeting of the Board of Education 7_00 PM,CODE OF CONDUCT DRAFT.pdf,2026-04-21_Regular Meeting of the Board of Education 7_00 PM/CODE OF CONDUCT DRAFT.pdf,0,48205,48205,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2024-09-03_Board of Education Workshop 6_00 PM,MASB ALC Schedule.pdf,2024-09-03_Board of Education Workshop 6_00 PM/MASB ALC Schedule.pdf,0,43179,43179,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2024-09-17_Regular Meeting of the Board of Education 7_00 PM,MASB ALC Schedule.pdf,2024-09-17_Regular Meeting of the Board of Education 7_00 PM/MASB ALC Schedule.pdf,0,43179,43179,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2023-12-05_Board of Education Workshop 7_00 P.M. (FOLLOWING SPECIAL MEETING),BeyondTesting.pdf,2023-12-05_Board of Education Workshop 7_00 P.M. (FOLLOWING SPECIAL MEETING)/BeyondTesting.pdf,0,37869,37869,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2022-12-06_Board of Education Workshop 6_00 PM,2.b. TSD PA signed CB 11-3-2022.pdf,2022-12-06_Board of Education Workshop 6_00 PM/2.b. TSD PA signed CB 11-3-2022.pdf,0,37423,37423,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2022-12-13_Regular Meeting of the Board of Education 7_00 PM,8.B. TSD PA signed CB 11-3-2022.pdf,2022-12-13_Regular Meeting of the Board of Education 7_00 PM/8.B. TSD PA signed CB 11-3-2022.pdf,0,37423,37423,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2024-11-12_Board of Education Workshop 6_00 PM,2.b. Quotes.pdf,2024-11-12_Board of Education Workshop 6_00 PM/2.b. Quotes.pdf,0,27359,27359,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2024-11-19_Regular Meeting of the Board of Education 7_00 PM,8.C. Quotes.pdf,2024-11-19_Regular Meeting of the Board of Education 7_00 PM/8.C. Quotes.pdf,0,27359,27359,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2021-01-19_Organizational and Regular Meeting of the Board of Education 7_00 PM,12.C. Troy Schools Section 1 PA Amendment Signed by RB.pdf,2021-01-19_Organizational and Regular Meeting of the Board of Education 7_00 PM/12.C. Troy Schools Section 1 PA Amendment Signed by RB.pdf,0,26306,26306,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2022-03-01_Board of Education Workshop 6_00 PM,3.c. HP CTE Computers.pdf,2022-03-01_Board of Education Workshop 6_00 PM/3.c. HP CTE Computers.pdf,0,21618,21618,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2022-03-15_Regular Meeting of the Board of Education 7_00 PM,8.C. HP CTE Computers.pdf,2022-03-15_Regular Meeting of the Board of Education 7_00 PM/8.C. HP CTE Computers.pdf,0,21618,21618,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2024-05-07_Board of Education Workshop 6_00 P.M,2.e. Aramark Cost Reimbursable Addendum.pdf,2024-05-07_Board of Education Workshop 6_00 P.M/2.e. Aramark Cost Reimbursable Addendum.pdf,0,21595,21595,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2022-02-01_Board of Education Workshop 6_00 PM,2.E. Oven Quote from Stafford Smith.pdf,2022-02-01_Board of Education Workshop 6_00 PM/2.E. Oven Quote from Stafford Smith.pdf,0,20649,20649,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2022-02-15_Regular Meeting of the Board of Education 7_00 PM,8.E. Oven Quote from Stafford Smith.pdf,2022-02-15_Regular Meeting of the Board of Education 7_00 PM/8.E. Oven Quote from Stafford Smith.pdf,0,20649,20649,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2022-03-15_Regular Meeting of the Board of Education 7_00 PM,8.E. BSSF Playground Replacement Quotes.pdf,2022-03-15_Regular Meeting of the Board of Education 7_00 PM/8.E. BSSF Playground Replacement Quotes.pdf,0,18705,18705,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2021-06-15_Regular Meeting of the Board of Education 7_00 PM,9.D. 5G Specific Information (No Adverse Health Effects).pdf,2021-06-15_Regular Meeting of the Board of Education 7_00 PM/9.D. 5G Specific Information (No Adverse Health Effects).pdf,0,17285,17285,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2024-09-03_Board of Education Workshop 6_00 PM,NSBA 2025 Annual Conference.pdf,2024-09-03_Board of Education Workshop 6_00 PM/NSBA 2025 Annual Conference.pdf,0,13581,13581,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2024-09-17_Regular Meeting of the Board of Education 7_00 PM,NSBA 2025 Annual Conference.pdf,2024-09-17_Regular Meeting of the Board of Education 7_00 PM/NSBA 2025 Annual Conference.pdf,0,13581,13581,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2024-08-20_Regular Meeting of the Board of Education 6_00 PM,8.C. Great Lakes Quote for Hamilton.pdf,2024-08-20_Regular Meeting of the Board of Education 6_00 PM/8.C. Great Lakes Quote for Hamilton.pdf,0,12806,12806,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2024-08-20_Regular Meeting of the Board of Education 6_00 PM,8.C. Great Lakes Quote for Barnard.pdf,2024-08-20_Regular Meeting of the Board of Education 6_00 PM/8.C. Great Lakes Quote for Barnard.pdf,0,12745,12745,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2024-08-20_Regular Meeting of the Board of Education 6_00 PM,8.C. Great Lakes Quote for Bemis.pdf,2024-08-20_Regular Meeting of the Board of Education 6_00 PM/8.C. Great Lakes Quote for Bemis.pdf,0,12722,12722,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2023-05-16_Regular Meeting of the Board of Education 7_00 PM,8.E.  2023 Elementary Security Camera Proposal.pdf,2023-05-16_Regular Meeting of the Board of Education 7_00 PM/8.E.  2023 Elementary Security Camera Proposal.pdf,0,11332,11332,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2025-11-11_Board of Education Workshop 6_00 P.M,2.d. THS - kitchen overhead door repalcement docs 11 2025.pdf,2025-11-11_Board of Education Workshop 6_00 P.M/2.d. THS - kitchen overhead door repalcement docs 11 2025.pdf,0,10897,10897,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2025-11-18_Regular Meeting of the Board of Education 7_00 PM,5.D.. THS - kitchen overhead door repalcement docs 11 2025.pdf,2025-11-18_Regular Meeting of the Board of Education 7_00 PM/5.D.. THS - kitchen overhead door repalcement docs 11 2025.pdf,0,10897,10897,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2023-04-04_Board of Education Workshop 6_00 PM,State of Michigan Bus Driver Shortage.pdf,2023-04-04_Board of Education Workshop 6_00 PM/State of Michigan Bus Driver Shortage.pdf,0,10461,10461,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2024-10-15_Regular Meeting of the Board of Education 7_00 PM,8.B. Great Lakes Furniture Supply - SICO Quote w Info 101124 - Leonard ES Caf Tables.pdf,2024-10-15_Regular Meeting of the Board of Education 7_00 PM/8.B. Great Lakes Furniture Supply - SICO Quote w Info 101124 - Leonard ES Caf Tables.pdf,0,9961,9961,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2025-05-06_Board of Education Workshop 6_00 PM,2.c. Board Recommendation on 5-6-25  for Baker MS -.pdf,2025-05-06_Board of Education Workshop 6_00 PM/2.c. Board Recommendation on 5-6-25  for Baker MS -.pdf,0,9819,9819,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2025-05-20_Regular Meeting of the Board of Education 7_00 PM,5.K. Baker MS - Beverage Cooler.pdf,2025-05-20_Regular Meeting of the Board of Education 7_00 PM/5.K. Baker MS - Beverage Cooler.pdf,0,9819,9819,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2025-12-09_Board of Education Workshop 6_00 P.M,4.a. Food Service Equipment Purchase.pdf,2025-12-09_Board of Education Workshop 6_00 P.M/4.a. Food Service Equipment Purchase.pdf,0,9327,9327,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2025-12-16_Regular Meeting of the Board of Education 7_00 PM,8.A. Food Service Equipment Purchase.pdf,2025-12-16_Regular Meeting of the Board of Education 7_00 PM/8.A. Food Service Equipment Purchase.pdf,0,9327,9327,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2024-06-20_Regular Meeting of the Board of Education 7_00 PM,Gold Star - UNOX.pdf,2024-06-20_Regular Meeting of the Board of Education 7_00 PM/Gold Star - UNOX.pdf,0,8796,8796,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2026-07-22_Regular Meeting of the Board of Education 1_00 PM,Coop Dissolution - Athens & Avondale Boys Lacrosse 2026.pdf,2026-07-22_Regular Meeting of the Board of Education 1_00 PM/Coop Dissolution - Athens & Avondale Boys Lacrosse 2026.pdf,0,8738,8738,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2026-06-16_Regular Meeting of the Board of Education 7_00 PM,6d MHSAA Resolution26-27.pdf,2026-06-16_Regular Meeting of the Board of Education 7_00 PM/6d MHSAA Resolution26-27.pdf,0,8221,8221,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2024-05-07_Board of Education Workshop 6_00 P.M,2.e. SFE Cost Reimbursable Addendum.pdf,2024-05-07_Board of Education Workshop 6_00 P.M/2.e. SFE Cost Reimbursable Addendum.pdf,0,7626,7626,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2020-09-15_Regular Meeting of the Board of Education 7_00 PM,8.A. Pricing.pdf,2020-09-15_Regular Meeting of the Board of Education 7_00 PM/8.A. Pricing.pdf,0,7297,7297,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2024-05-07_Board of Education Workshop 6_00 P.M,2.c. troy epic proposal 2024.pdf,2024-05-07_Board of Education Workshop 6_00 P.M/2.c. troy epic proposal 2024.pdf,0,7207,7207,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2024-05-21_Regular Meeting of the Board of Education 7_00 PM,8.c. troy epic proposal 2024.pdf,2024-05-21_Regular Meeting of the Board of Education 7_00 PM/8.c. troy epic proposal 2024.pdf,0,7207,7207,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2021-06-15_Regular Meeting of the Board of Education 7_00 PM,2021 L-4029 Combined.pdf,2021-06-15_Regular Meeting of the Board of Education 7_00 PM/2021 L-4029 Combined.pdf,0,7108,7108,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2021-05-18_Regular Meeting of the Board of Education 7_00 PM,5.H. Renewal Documents for 2021-22.pdf,2021-05-18_Regular Meeting of the Board of Education 7_00 PM/5.H. Renewal Documents for 2021-22.pdf,0,6878,6878,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2026-06-01_Board of Education Workshop 6_00 PM,2.d. Contract Renewal Document.pdf,2026-06-01_Board of Education Workshop 6_00 PM/2.d. Contract Renewal Document.pdf,0,6878,6878,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2026-06-16_Regular Meeting of the Board of Education 7_00 PM,6.C. Contract Renewal Document.pdf,2026-06-16_Regular Meeting of the Board of Education 7_00 PM/6.C. Contract Renewal Document.pdf,0,6878,6878,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2021-06-15_Regular Meeting of the Board of Education 7_00 PM,TESPA contract extension2021.pdf,2021-06-15_Regular Meeting of the Board of Education 7_00 PM/TESPA contract extension2021.pdf,0,6285,6285,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2024-10-15_Regular Meeting of the Board of Education 7_00 PM,8.B. School Specialty Updated Quote and Specs 100824 - SSL Q-515826 - 415136 - Leonard ES.pdf,2024-10-15_Regular Meeting of the Board of Education 7_00 PM/8.B. School Specialty Updated Quote and Specs 100824 - SSL Q-515826 - 415136 - Leonard ES.pdf,0,6272,6272,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2025-06-03_Board of Education Workshop 6_00 P.M,3.a. Contract Renewal Documents w-Chartwells 2025-26.pdf,2025-06-03_Board of Education Workshop 6_00 P.M/3.a. Contract Renewal Documents w-Chartwells 2025-26.pdf,0,6107,6107,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2025-06-17_Regular Meeting of the Board of Education 7_00 PM,6.D. Contract Renewal Documents w-Chartwells 2025-26.pdf,2025-06-17_Regular Meeting of the Board of Education 7_00 PM/6.D. Contract Renewal Documents w-Chartwells 2025-26.pdf,0,6107,6107,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2024-12-03_Board of Education Workshop 6_00 PM,NSBA Advocacy_EquityInstitute2025.pdf,2024-12-03_Board of Education Workshop 6_00 PM/NSBA Advocacy_EquityInstitute2025.pdf,0,6075,6075,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2023-12-05_Board of Education Workshop 7_00 P.M. (FOLLOWING SPECIAL MEETING),2.c. 2024 Roof Replacement Project.pdf,2023-12-05_Board of Education Workshop 7_00 P.M. (FOLLOWING SPECIAL MEETING)/2.c. 2024 Roof Replacement Project.pdf,0,5396,5396,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2023-12-12_Regular Meeting of the Board of Education 7_00 PM,8.C. 2024 Roof Replacement Project.pdf,2023-12-12_Regular Meeting of the Board of Education 7_00 PM/8.C. 2024 Roof Replacement Project.pdf,0,5396,5396,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2018-01-01_2018 Board Packets and Minutes,061918RegMtg.pdf,2018-01-01_2018 Board Packets and Minutes/061918RegMtg.pdf,0,4943,4943,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2024-09-03_Board of Education Workshop 6_00 PM,NSBA Advocacy & Equity Institute 2025.pdf,2024-09-03_Board of Education Workshop 6_00 PM/NSBA Advocacy & Equity Institute 2025.pdf,0,4935,4935,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2024-09-17_Regular Meeting of the Board of Education 7_00 PM,NSBA Advocacy & Equity Institute 2025.pdf,2024-09-17_Regular Meeting of the Board of Education 7_00 PM/NSBA Advocacy & Equity Institute 2025.pdf,0,4935,4935,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2023-09-19_Regular Meeting of the Board of Education 7_00 PM,CoopAgreement AHS GirlsGymnastics.pdf,2023-09-19_Regular Meeting of the Board of Education 7_00 PM/CoopAgreement AHS GirlsGymnastics.pdf,0,4309,4309,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2022-08-16_Regular Meeting of the Board of Education 7_00 PM,MHSAA Hockey Coop Agreement.pdf,2022-08-16_Regular Meeting of the Board of Education 7_00 PM/MHSAA Hockey Coop Agreement.pdf,0,4299,4299,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2024-05-07_Board of Education Workshop 6_00 P.M,2.e. Chartwells Cost Reimbursable Addendum.pdf,2024-05-07_Board of Education Workshop 6_00 P.M/2.e. Chartwells Cost Reimbursable Addendum.pdf,0,4085,4085,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2024-05-21_Regular Meeting of the Board of Education 7_00 PM,5.F. Chartwells Cost Reimbursable Addendum.pdf,2024-05-21_Regular Meeting of the Board of Education 7_00 PM/5.F. Chartwells Cost Reimbursable Addendum.pdf,0,4085,4085,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2022-06-14_Board of Education Workshop 6_00 PM,3.c. POS Quotes.pdf,2022-06-14_Board of Education Workshop 6_00 PM/3.c. POS Quotes.pdf,0,3991,3991,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2022-06-21_Regular Meeting of the Board of Education 7_00 PM,9.C. POS Quotes.pdf,2022-06-21_Regular Meeting of the Board of Education 7_00 PM/9.C. POS Quotes.pdf,0,3991,3991,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2023-12-05_Board of Education Workshop 7_00 P.M. (FOLLOWING SPECIAL MEETING),2.d. RFP 2324-03 - BOND - Site Work - Paving Replacement Bid Rec.pdf,2023-12-05_Board of Education Workshop 7_00 P.M. (FOLLOWING SPECIAL MEETING)/2.d. RFP 2324-03 - BOND - Site Work - Paving Replacement Bid Rec.pdf,0,3955,3955,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2023-12-12_Regular Meeting of the Board of Education 7_00 PM,8.D. RFP 2324-03 - BOND - Site Work - Paving Replacement Bid Rec.pdf,2023-12-12_Regular Meeting of the Board of Education 7_00 PM/8.D. RFP 2324-03 - BOND - Site Work - Paving Replacement Bid Rec.pdf,0,3955,3955,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2023-06-06_Board of Education Workshop 6_00 PM,3.a. RFP 9958 BP38 - Board Rec Docs.pdf,2023-06-06_Board of Education Workshop 6_00 PM/3.a. RFP 9958 BP38 - Board Rec Docs.pdf,0,3873,3873,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2023-06-13_Regular Meeting of the Board of Education 7_30 PM,9.B. RFP 9958 BP38 - Board Rec Docs.pdf,2023-06-13_Regular Meeting of the Board of Education 7_30 PM/9.B. RFP 9958 BP38 - Board Rec Docs.pdf,0,3873,3873,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2024-03-19_Regular Meeting of the Board of Education 7_00 PM,8.B. RFP 2324-11 Wattles Asbestos Abatement Rec with support docs.pdf,2024-03-19_Regular Meeting of the Board of Education 7_00 PM/8.B. RFP 2324-11 Wattles Asbestos Abatement Rec with support docs.pdf,0,3813,3813,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2023-12-05_Board of Education Workshop 7_00 P.M. (FOLLOWING SPECIAL MEETING),2.e. RFP 2324-04 - Site Work - -Retention Pond - Bid Rec.pdf,2023-12-05_Board of Education Workshop 7_00 P.M. (FOLLOWING SPECIAL MEETING)/2.e. RFP 2324-04 - Site Work - -Retention Pond - Bid Rec.pdf,0,3660,3660,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2023-12-12_Regular Meeting of the Board of Education 7_00 PM,8.E. RFP 2324-04 - Site Work - -Retention Pond - Bid Rec.pdf,2023-12-12_Regular Meeting of the Board of Education 7_00 PM/8.E. RFP 2324-04 - Site Work - -Retention Pond - Bid Rec.pdf,0,3660,3660,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2024-05-07_Board of Education Workshop 6_00 P.M,Election Notification Letter to Districts 2024.pdf,2024-05-07_Board of Education Workshop 6_00 P.M/Election Notification Letter to Districts 2024.pdf,0,3306,3306,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2023-10-17_Regular Meeting of the Board of Education 7_00 PM,5.G. 2665_001.pdf,2023-10-17_Regular Meeting of the Board of Education 7_00 PM/5.G. 2665_001.pdf,0,3074,3074,recovered
